Crop_Type,Temperature,Humidity,Soil_pH,Crop_Yield
Wheat,39.827,60.173,8,0
Corn,33.305,66.695,8,0
Rice,29.562,70.438,5.5,35.471
Potato,38.588,61.412,6.5,0
Wheat,39.927,60.073,8,0
Corn,30.001,69.999,6.25,0
Rice,37.027,62.973,6.75,0
Potato,32.712,67.288,8,0
Wheat,44.448,55.552,5.5,0
Corn,39.455,60.545,8,0
Rice,39.966,60.034,5.5,0
Potato,41.32,58.68,6.5,0
Wheat,41.715,58.285,6.75,0
Corn,39.746,60.254,6.75,0
Rice,42.554,57.446,6.5,0
Potato,22.18,77.82,6.5,65.806
Wheat,27.547,72.453,6.5,20.007
Corn,38.228,61.772,5.5,0
Rice,34.208,65.792,5.5,4.134
Potato,38.867,61.133,8,0
Wheat,27.795,72.205,6.75,12.065
Corn,36.067,63.933,5.5,0
Rice,38.434,61.566,5.5,0
Potato,37.453,62.547,8,0
Wheat,37.254,62.746,6.75,0
Corn,43.173,56.827,6.5,0
Rice,39.805,60.195,8,0
Potato,28.697,71.303,6.75,7.538
Wheat,35.807,64.193,6.75,0
Corn,39.997,60.003,5.5,0
Rice,36.655,63.345,6.25,0
Potato,35.55,64.45,6.25,0
Wheat,34.665,65.335,6.75,0
Corn,36.067,63.933,6.75,0
Rice,33.539,66.461,6.5,17.816
Potato,22.143,77.857,6.5,79.416
Wheat,33.36,66.64,5.5,0
Corn,41.499,58.501,6.75,0
Rice,33.787,66.213,6.25,9.657
Potato,24.286,75.714,6.75,37.972
Wheat,37.3,62.7,6.25,0
Corn,38.462,61.538,8,0
Rice,36.923,63.077,6.75,0
Potato,40.04,59.96,5.5,0
Wheat,45.605,54.395,8,0
Corn,31.878,68.122,8,0
Rice,35.944,64.056,8,0
Potato,32.362,67.638,6.5,0
Wheat,32.242,67.758,6.5,0
Corn,33.069,66.931,6.5,0
Rice,41.677,58.323,6.25,0
Potato,40.424,59.576,6.5,0
Wheat,32.5,67.5,5.5,0
Corn,32.131,67.869,8,0
Rice,39.095,60.905,6.5,0
Potato,34.102,65.898,6.5,0
Wheat,34.445,65.555,6.5,0
Corn,38.217,61.783,6.5,0
Rice,35.331,64.669,6.5,0
Potato,29.087,70.913,5.5,4.43
Wheat,27.581,72.419,8,15.052
Corn,25.861,74.139,5.5,24.215
Rice,29.502,70.498,5.5,34.343
Potato,32.745,67.255,6.25,0
Wheat,32.761,67.239,6.5,0
Corn,36.073,63.927,6.75,0
Rice,32.625,67.375,6.25,19.367
Potato,39.846,60.154,6.5,0
Wheat,35.617,64.383,8,0
Corn,29.115,70.885,6.25,6.556
Rice,30.684,69.316,6.75,28.353
Potato,36.036,63.964,8,0
Wheat,38.858,61.142,6.5,0
Corn,34.208,65.792,6.75,0
Rice,33.87,66.13,6.5,9.998
Potato,39.501,60.499,6.75,0
Wheat,36.56,63.44,6.5,0
Corn,26.199,73.801,6.75,28.057
Rice,38.813,61.187,6.75,0
Potato,36.038,63.962,5.5,0
Wheat,30.849,69.151,6.75,0
Corn,30.805,69.195,8,0
Rice,30.766,69.234,6.5,39.977
Potato,32.093,67.907,5.5,0
Wheat,32.412,67.588,6.5,0
Corn,40.138,59.862,8,0
Rice,42.59,57.41,8,0
Potato,24.921,75.079,6.25,38.39
Wheat,45.233,54.767,5.5,0
Corn,34.01,65.99,6.75,0
Rice,37.309,62.691,6.5,0
Potato,32.681,67.319,6.5,0
Wheat,33.023,66.977,6.25,0
Corn,44.426,55.574,6.5,0
Rice,32.421,67.579,8,15.067
Potato,39.938,60.062,8,0
Wheat,38.261,61.739,5.5,0
Corn,38.076,61.924,6.25,0
Rice,37.971,62.029,5.5,0
Potato,33.937,66.063,5.5,0
Wheat,37.957,62.043,8,0
Corn,34.888,65.112,8,0
Rice,32.209,67.791,6.75,14.654
Potato,29.019,70.981,8,5.512
Wheat,33.057,66.943,8,0
Corn,32.625,67.375,6.75,0
Rice,38.929,61.071,8,0
Potato,36.162,63.838,6.5,0
Wheat,37.889,62.111,6.75,0
Corn,37.196,62.804,6.5,0
Rice,33.207,66.793,5.5,10.455
Potato,39.884,60.116,6.75,0
Wheat,33.467,66.533,5.5,0
Corn,39.228,60.772,6.25,0
Rice,24.602,75.398,6.25,77.249
Potato,36.942,63.058,5.5,0
Wheat,36.97,63.03,5.5,0
Corn,33.859,66.141,6.25,0
Rice,36.372,63.628,6.25,0
Potato,45.813,54.187,6.5,0
Wheat,30.162,69.838,6.25,0
Corn,31.768,68.232,6.5,0
Rice,41.803,58.197,6.75,0
Potato,28.254,71.746,5.5,10.125
Wheat,35.582,64.418,5.5,0
Corn,38.666,61.334,5.5,0
Rice,43.215,56.785,8,0
Potato,42.828,57.172,5.5,0
Wheat,40.931,59.069,6.75,0
Corn,32.771,67.229,6.75,0
Rice,35.099,64.901,6.25,0
Potato,39.635,60.365,6.5,0
Wheat,32.414,67.586,5.5,0
Corn,29.485,70.515,6.5,5.137
Rice,39.389,60.611,6.75,0
Potato,39.568,60.432,8,0
Wheat,40.386,59.614,6.75,0
Corn,41.605,58.395,6.25,0
Rice,30.773,69.227,8,30.306
Potato,34.607,65.393,6.25,0
Wheat,33.926,66.074,8,0
Corn,42.36,57.64,6.25,0
Rice,32.606,67.394,5.5,12.147
Potato,37.413,62.587,5.5,0
Wheat,36.881,63.119,5.5,0
Corn,31.803,68.197,8,0
Rice,39.222,60.778,8,0
Potato,37.036,62.964,6.5,0
Wheat,26.334,73.666,6.25,26.295
Corn,34.738,65.262,6.75,0
Rice,33.034,66.966,6.75,10.851
Potato,41.843,58.157,5.5,0
Wheat,41.446,58.554,6.5,0
Corn,31.936,68.064,8,0
Rice,45.852,54.148,6.5,0
Potato,29.848,70.152,6.5,1.288
Wheat,25.593,74.407,6.25,36.388
Corn,30.794,69.206,6.75,0
Rice,32.684,67.316,6.5,23.98
Potato,27.327,72.673,6.75,13.98
Wheat,32.104,67.896,5.5,0
Corn,40.351,59.649,6.5,0
Rice,46.167,53.833,6.25,0
Potato,36.997,63.003,6.75,0
Wheat,26.889,73.111,6.25,20.341
Corn,22.638,77.362,6.5,71.502
Rice,34.96,65.04,6.25,0.272
Potato,25.663,74.337,6.25,31.131
Wheat,34.081,65.919,6.5,0
Corn,36.002,63.998,6.75,0
Rice,35.32,64.68,6.75,0
Potato,38.5,61.5,6.25,0
Wheat,36.808,63.192,6.75,0
Corn,34.689,65.311,6.5,0
Rice,32.007,67.993,6.75,19.221
Potato,33.89,66.11,5.5,0
Wheat,36.217,63.783,5.5,0
Corn,37.721,62.279,8,0
Rice,33.168,66.832,6.25,14.61
Potato,41.683,58.317,8,0
Wheat,38.898,61.102,6.25,0
Corn,29.91,70.09,6.75,0.464
Rice,34.874,65.126,8,0.753
Potato,36.002,63.998,8,0
Wheat,32.332,67.668,6.5,0
Corn,36.407,63.593,5.5,0
Rice,42.773,57.227,6.25,0
Potato,41.929,58.071,6.75,0
Wheat,36.487,63.513,6.25,0
Corn,27.584,72.416,5.5,14.25
Rice,36.523,63.477,5.5,0
Potato,34.141,65.859,6.5,0
Wheat,41.717,58.283,6.25,0
Corn,38.791,61.209,6.75,0
Rice,38.854,61.146,6.75,0
Potato,27.29,72.71,8,12.497
Wheat,32.515,67.485,8,0
Corn,37.24,62.76,6.25,0
Rice,44.086,55.914,5.5,0
Potato,36.757,63.243,6.5,0
Wheat,36.993,63.007,6.25,0
Corn,35.512,64.488,6.5,0
Rice,35.271,64.729,6.5,0
Potato,31.614,68.386,6.75,0
Wheat,38.072,61.928,6.25,0
Corn,36.428,63.572,8,0
Rice,33.427,66.573,8,9.879
Potato,33.475,66.525,6.5,0
Wheat,34.065,65.935,6.75,0
Corn,41.01,58.99,6.25,0
Rice,33.675,66.325,5.5,7.579
Potato,29.739,70.261,6.75,1.457
Wheat,34.087,65.913,6.5,0
Corn,32.533,67.467,5.5,0
Rice,30.339,69.661,8,33.072
Potato,29.919,70.081,6.25,0.529
Wheat,38.341,61.659,8,0
Corn,23.534,76.466,6.5,72.37
Rice,40.694,59.306,8,0
Potato,37.376,62.624,8,0
Wheat,39.134,60.866,8,0
Corn,31.988,68.012,6.5,0
Rice,35.352,64.648,6.5,0
Potato,38.708,61.292,6.5,0
Wheat,31.002,68.998,8,0
Corn,35.179,64.821,6.75,0
Rice,37.545,62.455,5.5,0
Potato,28.643,71.357,8,7.043
Wheat,37.811,62.189,6.25,0
Corn,37.051,62.949,6.25,0
Rice,38.212,61.788,6.25,0
Potato,37.914,62.086,6.75,0
Wheat,24.213,75.787,6.75,33.992
Corn,41.891,58.109,6.25,0
Rice,35.832,64.168,6.5,0
Potato,37.028,62.972,8,0
Wheat,29.524,70.476,6.75,2.427
Corn,36.283,63.717,6.25,0
Rice,32.542,67.458,8,18.373
Potato,40.616,59.384,6.75,0
Wheat,22.228,77.772,6.75,53.44
Corn,28.126,71.874,6.75,11.814
Rice,32.802,67.198,6.75,14.847
Potato,29.126,70.874,6.5,6.606
Wheat,28.06,71.94,6.25,10.462
Corn,37.87,62.13,8,0
Rice,34.199,65.801,8,4.485
Potato,27.706,72.294,8,13.554
Wheat,29.927,70.073,6.25,0.474
Corn,38.63,61.37,6.25,0
Rice,32.537,67.463,6.5,26.095
Potato,41.677,58.323,5.5,0
Wheat,27.753,72.247,6.25,18.485
Corn,30.679,69.321,5.5,0
Rice,32.934,67.066,8,15.037
Potato,34.688,65.312,8,0
Wheat,36.152,63.848,8,0
Corn,38.726,61.274,5.5,0
Rice,35.26,64.74,6.75,0
Potato,36.053,63.947,5.5,0
Wheat,33.327,66.673,5.5,0
Corn,36.295,63.705,6.25,0
Rice,31.92,68.08,8,18.908
Potato,36.91,63.09,8,0
Wheat,32.173,67.827,6.5,0
Corn,34.876,65.124,6.5,0
Rice,38.852,61.148,6.25,0
Potato,32.273,67.727,6.25,0
Wheat,30.109,69.891,6.75,0
Corn,31.719,68.281,5.5,0
Rice,29.03,70.97,5.5,34.245
Potato,31.44,68.56,5.5,0
Wheat,33.832,66.168,6.5,0
Corn,28.637,71.363,6.75,9.261
Rice,35.201,64.799,8,0
Potato,41.225,58.775,6.25,0
Wheat,43.139,56.861,6.25,0
Corn,35.628,64.372,8,0
Rice,29.333,70.667,5.5,41.155
Potato,33.481,66.519,6.75,0
Wheat,36.602,63.398,6.5,0
Corn,36.607,63.393,6.25,0
Rice,38.832,61.168,6.75,0
Potato,32.413,67.587,6.25,0
Wheat,31.004,68.996,6.5,0
Corn,41.793,58.207,8,0
Rice,33.744,66.256,5.5,7.627
Potato,37.367,62.633,5.5,0
Wheat,38.346,61.654,6.75,0
Corn,42.156,57.844,6.25,0
Rice,38.397,61.603,6.5,0
Potato,29.58,70.42,6.25,2.22
Wheat,30.343,69.657,6.25,0
Corn,32.164,67.836,5.5,0
Rice,31.313,68.687,5.5,23.654
Potato,36.109,63.891,5.5,0
Wheat,31.973,68.027,6.75,0
Corn,30.556,69.444,6.25,0
Rice,33.505,66.495,6.5,14.088
Potato,33.83,66.17,6.25,0
Wheat,29.302,70.698,6.25,4.716
Corn,35.607,64.393,5.5,0
Rice,35.971,64.029,5.5,0
Potato,35.173,64.827,6.75,0
Wheat,30.59,69.41,5.5,0
Corn,35.696,64.304,5.5,0
Rice,37.001,62.999,6.75,0
Potato,40.169,59.831,5.5,0
Wheat,37.423,62.577,5.5,0
Corn,29.764,70.236,6.5,2.226
Rice,32.038,67.962,6.25,18.653
Potato,38.035,61.965,6.25,0
Wheat,34.635,65.365,8,0
Corn,24.255,75.745,6.75,32.254
Rice,30.109,69.891,8,33.93
Potato,37.78,62.22,8,0
Wheat,37.713,62.287,6.75,0
Corn,34.501,65.499,6.75,0
Rice,33.381,66.619,8,8.579
Potato,38.413,61.587,5.5,0
Wheat,37.385,62.615,5.5,0
Corn,33.579,66.421,6.25,0
Rice,43.073,56.927,6.75,0
Potato,36.78,63.22,5.5,0
Wheat,39.096,60.904,6.75,0
Corn,39.918,60.082,6.5,0
Rice,30.96,69.04,8,26.466
Potato,37.019,62.981,8,0
Wheat,36.234,63.766,5.5,0
Corn,34.385,65.615,6.5,0
Rice,43.024,56.976,6.75,0
Potato,45.275,54.725,6.75,0
Wheat,35.683,64.317,6.25,0
Corn,38.714,61.286,6.5,0
Rice,39.066,60.934,6.5,0
Potato,29.828,70.172,6.25,1.028
Wheat,42.645,57.355,6.5,0
Corn,26.824,73.176,8,21.509
Rice,25.435,74.565,5.5,71.043
Potato,39.917,60.083,6.25,0
Wheat,33.745,66.255,6.25,0
Corn,26.716,73.284,8,18.889
Rice,32.392,67.608,6.5,22.705
Potato,31.897,68.103,6.75,0
Wheat,29.181,70.819,8,4.9
Corn,42.01,57.99,6.5,0
Rice,32.637,67.363,5.5,12.714
Potato,42.232,57.768,5.5,0
Wheat,33.515,66.485,8,0
Corn,31.578,68.422,6.75,0
Rice,39.376,60.624,8,0
Potato,35.466,64.534,8,0
Wheat,22.102,77.898,5.5,36.451
Corn,23.374,76.626,6.75,37.161
Rice,10.438,80,5.5,0
Potato,29.431,70.569,8,3.17
Wheat,14.074,80,8,24.178
Corn,19.081,80,6.75,52.768
Rice,17.26,80,6.75,14.753
Potato,17.808,80,8,37.79
Wheat,14.465,80,6.25,36.504
Corn,25.841,74.159,5.5,24.099
Rice,21.578,78.422,6.5,62.152
Potato,23.633,76.367,6.5,56.923
Wheat,16.23,80,6.25,48.758
Corn,17.342,80,6.25,66.506
Rice,21.762,78.238,6.25,57.795
Potato,21.217,78.783,5.5,50.15
Wheat,15.088,80,5.5,27.906
Corn,22.442,77.558,5.5,45.791
Rice,14.548,80,5.5,0
Potato,12,80,8,13.701
Wheat,15.492,80,5.5,36.467
Corn,21.541,78.459,6.75,59.819
Rice,19.753,80,6.5,56.418
Potato,15.896,80,6.5,56.762
Wheat,25.127,74.873,6.5,47.095
Corn,27.813,72.187,6.75,12.87
Rice,19.144,80,5.5,26.143
Potato,26.629,73.371,8,18.327
Wheat,17.489,80,6.5,60.209
Corn,21.073,78.927,6.5,101.337
Rice,12.841,80,8,0
Potato,20.432,79.568,6.5,97.368
Wheat,18.139,80,6.25,51.296
Corn,21.407,78.593,6.5,90.225
Rice,17.796,80,5.5,16.463
Potato,19.873,80,8,61.31
Wheat,16.936,80,5.5,37.809
Corn,19.727,80,5.5,61.717
Rice,7.914,80,5.5,0
Potato,24.505,75.495,6.25,41.273
Wheat,24.844,75.156,8,31.975
Corn,14.636,80,8,28.691
Rice,21.912,78.088,6.75,39.685
Potato,19.994,80,8,48.778
Wheat,27.644,72.356,8,13.896
Corn,29.002,70.998,6.5,10.221
Rice,18.191,80,6.75,22.562
Potato,22.032,77.968,8,47.596
Wheat,17.798,80,5.5,48.004
Corn,26.382,73.618,5.5,22.063
Rice,21.009,78.991,6.75,47.663
Potato,22.097,77.903,6.5,69.105
Wheat,22.911,77.089,5.5,41.127
Corn,15.406,80,5.5,33.47
Rice,20.429,79.571,6.25,48.631
Potato,17.003,80,6.25,43.381
Wheat,31.193,68.807,6.5,0
Corn,18.351,80,6.75,43.048
Rice,29.305,70.695,8,42.382
Potato,17.827,80,6.5,73.713
Wheat,12.583,80,8,13.705
Corn,12.817,80,6.5,26.492
Rice,18.651,80,6.25,27.961
Potato,19.7,80,8,57.921
Wheat,23.373,76.627,8,35.073
Corn,18.707,80,5.5,47.046
Rice,17.251,80,6.25,19.996
Potato,14.069,80,6.25,35.84
Wheat,22.449,77.551,6.75,39.881
Corn,18.093,80,6.75,53.15
Rice,7.162,80,6.5,0
Potato,10.569,80,6.25,3.936
Wheat,27.295,72.705,8,15.332
Corn,14.273,80,6.75,33.235
Rice,13.431,80,6.75,0
Potato,24.919,75.081,5.5,31.474
Wheat,22.817,77.183,6.75,33.222
Corn,21.38,78.62,5.5,45.227
Rice,28.266,71.734,6.25,56.989
Potato,18.705,80,6.75,58.115
Wheat,17.631,80,6.25,61.639
Corn,23.045,76.955,6.75,40.587
Rice,17.759,80,8,18.967
Potato,27.122,72.878,6.5,17.885
Wheat,22.924,77.076,8,36.268
Corn,12.987,80,6.25,18.249
Rice,17.68,80,8,16.643
Potato,23.332,76.668,6.25,48.004
Wheat,25.737,74.263,8,23.816
Corn,22.99,77.01,8,39.855
Rice,15.619,80,6.75,4.039
Potato,23.869,76.131,8,33.096
Wheat,13.766,80,6.5,30.421
Corn,17.771,80,8,50.957
Rice,24.1,75.9,8,64.165
Potato,30.468,69.532,6.75,0
Wheat,13.892,80,6.75,21.613
Corn,20.235,79.765,6.25,69.351
Rice,25.317,74.683,5.5,69.075
Potato,19.731,80,8,56.312
Wheat,23.557,76.443,8,37.642
Corn,20.901,79.099,6.25,62.562
Rice,25.651,74.349,5.5,60.873
Potato,18.65,80,5.5,53.188
Wheat,22.757,77.243,5.5,37.211
Corn,17.96,80,6.75,49.786
Rice,21.433,78.567,6.75,39.439
Potato,18.93,80,8,55.006
Wheat,28.361,71.639,5.5,8.254
Corn,27.644,72.356,6.75,15.332
Rice,29.983,70.017,6.25,30.855
Potato,22.744,77.256,5.5,43.942
Wheat,14.342,80,6.5,32.853
Corn,21.28,78.72,5.5,43.166
Rice,19.954,80,8,35.03
Potato,15.32,80,8,32.61
Wheat,17.212,80,5.5,40.405
Corn,20.919,79.081,6.25,69.8
Rice,25.116,74.884,6.25,76.366
Potato,16.87,80,6.75,48.361
Wheat,11.053,80,8,5.253
Corn,24.652,75.348,6.5,56.481
Rice,23.643,76.357,6.5,96.732
Potato,7.479,80,6.75,0
Wheat,16.353,80,5.5,35.672
Corn,18.382,80,6.5,83.015
Rice,12.326,80,5.5,0
Potato,16.111,80,6.75,29.665
Wheat,13.764,80,6.75,20.411
Corn,20.901,79.099,8,55.551
Rice,22.24,77.76,8,58.168
Potato,16.386,80,5.5,30.505
Wheat,20.305,79.695,6.25,82.918
Corn,22.488,77.512,6.25,63.751
Rice,23.717,76.283,6.25,68.322
Potato,16.395,80,6.25,38.158
Wheat,21.4,78.6,6.75,48.235
Corn,27.5,72.5,5.5,15.368
Rice,18.197,80,6.75,21.063
Potato,17.945,80,6.75,47.579
Wheat,17.371,80,5.5,40.091
Corn,26.516,73.484,5.5,21.093
Rice,19.263,80,8,29.727
Potato,18.202,80,5.5,53.497
Wheat,21.251,78.749,6.25,71.515
Corn,18.409,80,8,52.328
Rice,18.605,80,6.5,38.023
Potato,21.124,78.876,6.75,47.829
Wheat,18.241,80,6.25,65.805
Corn,23.749,76.251,6.25,45.507
Rice,17.301,80,6.75,14.941
Potato,24.716,75.284,5.5,30.995
Wheat,28.734,71.266,5.5,6.374
Corn,29.679,70.321,5.5,1.839
Rice,11.889,80,6.5,0
Potato,11.719,80,6.25,12.588
Wheat,18.002,80,5.5,33.156
Corn,16.135,80,8,41.525
Rice,14.809,80,6.25,0
Potato,22.334,77.666,5.5,37.365
Wheat,23.408,76.592,6.5,71.779
Corn,18.033,80,6.75,56.003
Rice,33.057,66.943,6.25,13.537
Potato,18.649,80,8,48.302
Wheat,10.112,80,6.75,0.706
Corn,14.225,80,5.5,24.648
Rice,25.51,74.49,5.5,67.964
Potato,23.359,76.641,8,42.995
Wheat,19.873,80,8,59.306
Corn,19.654,80,6.5,95.332
Rice,22.368,77.632,6.5,79.505
Potato,17.336,80,6.75,46.327
Wheat,20.218,79.782,6.75,58.891
Corn,23.291,76.709,6.75,32.265
Rice,13.407,80,6.5,0
Potato,20.001,79.999,6.5,95.924
Wheat,18.306,80,6.75,44.294
Corn,20.641,79.359,5.5,57.669
Rice,20.012,79.988,6.5,63.35
Potato,14.366,80,8,26.918
Wheat,13.612,80,6.5,31.103
Corn,21.544,78.456,6.75,59.203
Rice,9.545,80,6.25,0
Potato,24.988,75.012,6.25,40.328
Wheat,16.11,80,6.75,34.891
Corn,19.584,80,6.75,57.384
Rice,15.76,80,5.5,5.313
Potato,17.937,80,5.5,45.92
Wheat,18.779,80,6.5,84.27
Corn,17.532,80,6.75,48.476
Rice,23.332,76.668,5.5,58.331
Potato,29.704,70.296,6.5,2.645
Wheat,29.27,70.73,8,3.874
Corn,19.528,80,6.25,58.168
Rice,18.89,80,6.5,36.828
Potato,17.281,80,8,36.373
Wheat,22.243,77.757,6.25,51.556
Corn,18.65,80,6.5,86.349
Rice,24.243,75.757,6.75,69.742
Potato,15.739,80,6.75,29.805
Wheat,23.057,76.943,5.5,41.194
Corn,15.189,80,6.5,44.909
Rice,22.195,77.805,6.25,51.204
Potato,11.689,80,5.5,9.209
Wheat,27.972,72.028,6.75,10.03
Corn,15.317,80,6.75,32.08
Rice,13.091,80,6.75,0
Potato,12.066,80,6.5,15.79
Wheat,24.124,75.876,6.75,36.503
Corn,22.726,77.274,5.5,47.324
Rice,22.486,77.514,6.5,91.232
Potato,17.016,80,6.25,48.094
Wheat,20.351,79.649,6.25,73.824
Corn,25.498,74.502,6.25,34.879
Rice,13.215,80,6.25,0
Potato,11.447,80,6.5,14.417
Wheat,21.209,78.791,6.25,65.051
Corn,13.705,80,8,21.946
Rice,22.284,77.716,6.5,84.729
Potato,18.266,80,8,50.085
Wheat,14.69,80,8,24.545
Corn,21.048,78.952,8,63.759
Rice,24.893,75.107,6.5,108.101
Potato,13.368,80,8,18.638
Wheat,33.111,66.889,5.5,0
Corn,18.307,80,6.5,92.565
Rice,17.608,80,6.25,26.797
Potato,18.041,80,6.75,45.737
Wheat,21.596,78.404,5.5,42.881
Corn,26.283,73.717,5.5,22.53
Rice,7.03,80,6.25,0
Potato,7.575,80,6.75,0
Wheat,15.178,80,6.75,33.783
Corn,19.027,80,8,48.062
Rice,24.664,75.336,6.5,111.328
Potato,20.406,79.594,8,59.846
Wheat,11.04,80,8,5.109
Corn,15.619,80,8,30.089
Rice,14.133,80,5.5,0
Potato,25.331,74.669,6.25,35.228
Wheat,18.001,80,6.25,60.05
Corn,26.369,73.631,6.25,32.108
Rice,9.71,80,8,0
Potato,17.782,80,8,46.347
Wheat,23.233,76.767,5.5,37.746
Corn,24.899,75.101,8,28.3
Rice,13.905,80,8,0
Potato,13.383,80,6.5,31.277
Wheat,22.204,77.796,6.75,44.257
Corn,25.88,74.12,6.25,31.04
Rice,16.489,80,6.5,15.049
Potato,19.622,80,6.75,53.557
Wheat,17.875,80,6.25,58.369
Corn,30.19,69.81,6.75,0
Rice,28.625,71.375,5.5,41.738
Potato,25.475,74.525,5.5,23.566
Wheat,14.832,80,6.75,28.972
Corn,17.473,80,6.5,64.033
Rice,23.592,76.408,6.25,75.666
Potato,14.563,80,6.75,24.205
Wheat,17.878,80,6.25,62.923
Corn,23.035,76.965,6.75,44.063
Rice,30.358,69.642,6.25,39.138
Potato,18.161,80,6.5,71.29
Wheat,22.823,77.177,6.75,35.816
Corn,17.906,80,5.5,54.339
Rice,20.493,79.507,6.25,43.035
Potato,16.312,80,5.5,32.679
Wheat,24.666,75.334,8,35.166
Corn,19.188,80,5.5,56.131
Rice,31.411,68.589,5.5,20.532
Potato,25.024,74.976,6.75,25.299
Wheat,33.912,66.088,6.5,0
Corn,14.571,80,8,22.446
Rice,21.592,78.408,5.5,50.171
Potato,30.628,69.372,6.75,0
Wheat,19.855,80,8,68.501
Corn,22.088,77.912,6.5,76.009
Rice,18.579,80,5.5,22.899
Potato,24.373,75.627,5.5,30.375
Wheat,24.871,75.129,6.5,41.465
Corn,16.528,80,5.5,33.764
Rice,12.367,80,6.75,0
Potato,13.577,80,8,20.824
Wheat,17.959,80,8,41.782
Corn,22.167,77.833,6.5,86.273
Rice,19.166,80,5.5,25.051
Potato,22.761,77.239,6.75,37.89
Wheat,20.959,79.041,8,61.176
Corn,13.891,80,6.25,32.742
Rice,17.301,80,6.25,18.971
Potato,12.671,80,8,17.387
Wheat,19.836,80,5.5,48.419
Corn,23.624,76.376,6.25,50.476
Rice,24.823,75.177,5.5,53.074
Potato,11.32,80,8,7.841
Wheat,14.116,80,5.5,20.296
Corn,32.556,67.444,6.25,0
Rice,25.5,74.5,5.5,66.51
Potato,20.145,79.855,5.5,57.978
Wheat,18.119,80,6.5,74.653
Corn,14.453,80,5.5,25.243
Rice,23.722,76.278,8,43.907
Potato,22.963,77.037,6.25,53
Wheat,25.368,74.632,6.75,27.717
Corn,22.927,77.073,8,49.724
Rice,25.797,74.203,6.25,80.244
Potato,22.42,77.58,5.5,44.221
Wheat,24.157,75.843,6.75,40.732
Corn,17.389,80,6.5,70.665
Rice,16.833,80,8,13.507
Potato,18.286,80,5.5,47.702
Wheat,26.555,73.445,8,22.276
Corn,18.78,80,8,56.626
Rice,17.466,80,6.5,25.191
Potato,14.506,80,6.25,30.569
Wheat,24.742,75.258,5.5,34.13
Corn,17.871,80,6.5,82.805
Rice,24.904,75.096,5.5,69.691
Potato,26.476,73.524,5.5,18.415
Wheat,19.164,80,6.75,57.955
Corn,15.478,80,6.75,37.25
Rice,21.044,78.956,6.75,47.082
Potato,15.404,80,8,28.312
Wheat,23.966,76.034,6.5,46.313
Corn,20.321,79.679,6.25,76.504
Rice,22.406,77.594,6.5,91.323
Potato,18.48,80,6.5,91.669
Wheat,20.684,79.316,5.5,57.326
Corn,20.879,79.121,5.5,60.736
Rice,10.587,80,8,0
Potato,19.153,80,6.75,50.366
Wheat,14.811,80,8,23.734
Corn,19.451,80,8,54.222
Rice,22.611,77.389,6.25,68.583
Potato,26.486,73.514,6.25,25.27
Wheat,13.382,80,8,18.999
Corn,25.653,74.347,8,27.686
Rice,11.744,80,5.5,0
Potato,23.356,76.644,8,42.953
Wheat,9.598,80,6.5,0
Corn,23.915,76.085,5.5,40.942
Rice,19.989,80,6.5,57.169
Potato,17.408,80,8,34.342
Wheat,16.206,80,8,46.671
Corn,26.529,73.471,6.5,29.847
Rice,18.286,80,6.5,35.084
Potato,12.395,80,8,13.2
Wheat,30.119,69.881,6.25,0
Corn,17.126,80,6.5,75.27
Rice,21.205,78.795,6.75,36.992
Potato,19.257,80,6.75,44.278
Wheat,18.578,80,6.75,44.729
Corn,22.427,77.573,6.75,56.101
Rice,17.881,80,5.5,18.889
Potato,30.229,69.771,6.25,0
Wheat,22.647,77.353,6.25,57.07
Corn,17.891,80,5.5,47.806
Rice,16.036,80,5.5,7.222
Potato,22.851,77.149,5.5,41.581
Wheat,21.65,78.35,6.5,68.462
Corn,14.131,80,6.25,32.217
Rice,21.147,78.853,6.25,62.117
Potato,23.848,76.152,6.25,42.247
Wheat,18.032,80,5.5,46.127
Corn,14.867,80,6.25,40.234
Rice,16.367,80,6.75,8.804
Potato,10.21,80,6.25,1.403
Wheat,5.726,80,6.75,0
Corn,17.633,80,5.5,43.846
Rice,9.767,80,5.5,0
Potato,11.58,80,6.25,12.32
Wheat,13.488,80,8,16.676
Corn,16.052,80,8,38.439
Rice,16.029,80,6.25,9.444
Potato,7.059,80,5.5,0
Wheat,19.642,80,8,52.549
Corn,17.22,80,6.75,45.696
Rice,20.961,79.039,5.5,49.686
Potato,15.761,80,6.75,36.496
Wheat,16.102,80,8,29.611
Corn,11.607,80,6.25,12.248
Rice,10.533,80,6.75,0
Potato,23.092,76.908,5.5,40.85
Wheat,19.182,80,6.25,58.592
Corn,17.703,80,6.75,50.365
Rice,19.402,80,5.5,30.123
Potato,16.758,80,6.25,43.041
Wheat,4.066,80,6.75,0
Corn,15.921,80,8,42.994
Rice,18.815,80,8,26.887
Potato,7.086,80,8,0
Wheat,15.09,80,5.5,25.735
Corn,11.38,80,8,9.291
Rice,17.791,80,6.75,19.174
Potato,15.347,80,6.25,35.986
Wheat,12.017,80,6.25,13.433
Corn,20.086,79.914,8,58.719
Rice,16.604,80,6.5,17.217
Potato,14.005,80,6.75,24.374
Wheat,8.053,80,6.75,0
Corn,15.968,80,5.5,42.532
Rice,16.433,80,6.75,8.787
Potato,20.615,79.385,8,59.658
Wheat,7.744,80,6.75,0
Corn,12.938,80,6.75,19.437
